word1,word2,count
magnet,thruster,1
busek,hall,1
busek,magnet,1
hall,magnetic,1
hall,magnet,1
cathode,heating,1
cathode,micro,1
cathode,heat,1
cathode,induction,1
heating,micro,1
induction,micro,1
heat,induction,1
converter,discharge,3
15kw,converter,1
converter,shifted,1
auxiliary,converter,1
15kw,discharge,1
discharge,shifted,1
auxiliary,discharge,1
15kw,shifted,1
15kw,auxiliary,1
auxiliary,shifted,1
fueled,iodine,1
feed,thruster,1
fueled,thruster,1
fueled,xenon,1
feed,fueled,1
channel,thruster,1
erosion,thruster,4
probes,thruster,1
edu,thruster,1
channel,probes,1
channel,edu,1
erosion,probes,1
edu,erosion,1
edu,probes,1
granular,plume,1
granular,ufs,1
flow,ufs,1
particle,ufs,1
plume,ufs,1
acoustic,dg,1
acoustic,plume,1
dg,launch,1
launch,plume,1
dg,waves,1
plume,waves,1
dg,plume,1
nvm,temperature,1
nvm,wide,1
radiation,temperature,1
radiation,wide,1
memory,temperature,1
temperature,wide,1
memory,wide,1
discharge,ppus,2
buck,ppus,1
ppus,voltage,1
discharge,power,2
buck,power,1
buck,discharge,1
discharge,voltage,1
buck,voltage,1
strs,waveform,2
scintillation,strs,1
kit,strs,1
compliant,strs,1
scintillation,waveform,1
kit,waveform,1
compliant,waveform,1
kit,scintillation,1
compliant,scintillation,1
compliant,kit,1
autoclave,microcrack,1
material,microcrack,1
autoclave,cryotanks,1
cryotanks,material,1
autoclave,material,1
boom,slit,1
boom,lock,1
arrays,slit,1
lock,slit,1
kw,slit,1
arrays,lock,1
kw,lock,1
booster,contract,1
booster,raw,1
booster,fed,1
contract,propellant,1
contract,raw,1
contract,fed,1
propellant,raw,1
fed,raw,1
models,rotorcraft,3
rotorcraft,subcomponent,1
conceptual,rotorcraft,1
models,subcomponent,1
conceptual,models,1
analysis,subcomponent,1
conceptual,subcomponent,1
analysis,conceptual,1
disturbances,floating,1
disturbances,trl,1
floating,stabilization,1
stabilization,trl,1
floating,isolation,1
isolation,trl,1
floating,trl,1
liner,tm,1
region,tm,1
acoustic,tm,1
liner,region,1
crg,region,1
acoustic,region,1
amrr,thermal,1
magnet,thermal,1
superconducting,thermal,1
magnetic,thermal,1
coating,condensing,2
coating,hydrophilic,3
cleaning,coating,1
biocidal,coating,2
cleaning,condensing,1
cleaning,hydrophilic,1
biocidal,cleaning,1
co2,regenerative,2
co2,recovery,1
regenerative,water,2
regenerative,removal,1
recovery,regenerative,1
removal,water,1
recovery,removal,1
design,star,1
design,footprint,1
folded,star,1
folded,footprint,1
optics,star,1
footprint,optics,1
footprint,star,1
charging,dbd,1
dbd,rotor,1
charging,compressor,1
charging,rotor,1
charging,flow,1
aircraft,cryoflight,3
cryoflight,turboelectric,1
cryoflight,electric,2
cryocooler,cryoflight,3
electric,turboelectric,1
cryocooler,electric,2
mvp,sem,1
electron,mvp,1
mvp,qualified,1
investments,mvp,1
electron,sem,2
qualified,sem,1
investments,sem,1
electron,qualified,1
electron,investments,1
investments,qualified,1
gc,ms,2
gc,isru,2
gc,regolith,2
isru,ms,2
ms,regolith,2
ms,volatile,1
isru,regolith,5
isru,volatile,1
regolith,volatile,1
76,subsystem,1
76,propulsion,1
76,mips,1
5u,76,1
behavior,communication,1
behavior,dealt,1
behavior,literally,1
behavior,health,1
communication,dealt,1
communication,literally,1
communication,health,1
dealt,literally,1
dealt,health,1
health,literally,1
data,interesting,1
interesting,summarizing,1
anomalous,interesting,1
interesting,semantic,1
data,summarizing,1
data,semantic,2
anomalous,summarizing,1
semantic,summarizing,1
anomalous,semantic,1
crews,team,1
crews,website,1
crews,scientifically,1
chances,crews,1
team,website,1
scientifically,team,1
chances,team,1
scientifically,website,1
chances,website,1
chances,scientifically,1
co2,regions,1
co2,cycle,1
co2,enhance,1
co2,nighttime,1
cycle,regions,1
enhance,regions,1
nighttime,regions,1
cycle,enhance,1
cycle,nighttime,1
enhance,nighttime,1
dynamic,modeling,1
frequency,modeling,1
methods,modeling,1
element,modeling,1
dynamic,frequency,1
dynamic,methods,1
dynamic,element,1
frequency,methods,1
element,frequency,2
element,methods,1
multiple,planetary,1
planetary,samples,1
planetary,spectral,1
planetary,targets,1
multiple,samples,1
multiple,spectral,1
multiple,targets,1
samples,spectral,1
samples,targets,1
spectral,targets,1
torso,upper,2
morphing,torso,1
torso,waist,1
suit,torso,1
morphing,upper,1
upper,waist,1
suit,upper,1
morphing,waist,1
morphing,suit,1
suit,waist,1
decisive,estimation,2
estimation,trajectory,2
estimation,gmat,1
estimation,planning,1
decisive,trajectory,2
decisive,gmat,1
decisive,planning,1
gmat,trajectory,1
gmat,planning,1
assembly,imba,1
assembly,spm,1
assembly,manufacturing,1
assembly,photovoltaic,1
array,program,1
bol,program,1
high,program,1
dss,program,1
array,dss,1
bol,high,1
bol,dss,3
dss,high,1
experiment,rosa,2
experiment,iss,2
experiment,solar,2
iss,rosa,2
flight,rosa,2
rosa,solar,7
iss,solar,2
flight,solar,3
array,rosa,2
affordability,rosa,1
rosa,ultra,2
affordability,solar,1
solar,ultra,1
affordability,array,2
array,ultra,2
affordability,ultra,3
10x,high,3
affordability,high,1
high,ultra,2
10x,affordability,1
10x,arrays,1
10x,ultra,2
affordability,arrays,1
arrays,ultra,1
2d,3d,2
cockpit,displays,1
2d,displays,1
2d,display,1
2d,cockpit,1
coatings,disk,1
corrosion,disk,1
disk,fuel,1
disk,oxidation,1
coatings,fuel,1
corrosion,fuel,1
fuel,oxidation,1
dsm,hammer,2
drive,hammer,2
em,hammer,2
extreme,hammer,1
drive,dsm,2
dsm,em,2
dsm,extreme,1
drive,em,2
em,extreme,1
850,cathodes,1
ion,scandate,1
850,scandate,1
degrees,ion,1
850,degrees,1
850,ion,1
cathodes,focusing,1
cathodes,size,1
cathodes,klystrons,1
focusing,scandate,1
scandate,size,1
klystrons,scandate,1
focusing,size,1
focusing,klystrons,1
klystrons,size,1
epi,fourier,1
epi,fluorescence,1
epi,microscope,1
epi,microscopy,1
fluorescence,fourier,1
fourier,microscope,1
fourier,microscopy,1
fluorescence,microscope,1
fluorescence,microscopy,1
ir,raman,2
instruments,raman,1
probe,raman,1
instruments,ir,1
ir,probe,1
ir,mineral,1
instruments,probe,1
instruments,mineral,1
mineral,probe,1
architecture,fm,1
fm,isolation,1
architecture,cluster,1
cluster,isolation,1
architecture,isolation,1
image,long,1
atmospheric,long,1
imaging,long,1
distortion,long,1
distortion,image,1
atmospheric,distortion,1
distortion,imaging,1
collective,gps,1
collective,orbit,1
collective,receiver,1
collective,determination,1
gps,orbit,1
gps,receiver,2
orbit,receiver,1
determination,receiver,1
aircraft,path,1
aircraft,distributed,3
aircraft,sensing,1
ice,path,1
distributed,ice,1
ice,sensing,1
distributed,path,1
path,sensing,1
application,hec,1
hec,platform,1
hec,quot,1
energy,hec,1
application,platform,1
application,quot,1
application,energy,1
platform,quot,2
energy,platform,1
energy,quot,3
propulsion,research,2
launching,research,2
innovative,research,2
approach,research,3
launching,propulsion,2
innovative,propulsion,2
approach,propulsion,2
innovative,launching,2
approach,launching,2
approach,innovative,2
injector,plasma,1
mhd,plasma,1
eht,plasma,1
injector,mhd,1
injector,supersonic,1
eht,injector,1
mhd,supersonic,1
eht,mhd,1
eht,supersonic,1
energetic,ion,1
energetic,gas,1
electric,energetic,1
gas,ion,1
electric,ions,1
electric,gas,1
sapphire,tps,1
tip,tps,1
sapphire,tip,1
electric,hedp,1
electric,wing,1
hedp,hybrid,1
hybrid,wing,1
propulsion,wing,2
hedp,wing,1
hedp,phm,1
component,hedp,1
architecture,hedp,1
hedp,reliability,1
component,phm,1
architecture,phm,1
phm,reliability,1
architecture,component,1
component,reliability,1
architecture,reliability,1
fast,software,1
randomized,software,1
software,tracing,1
fast,randomized,1
energid,fast,1
fast,tracing,1
energid,randomized,1
randomized,tracing,1
energid,tracing,1
ads,faa,1
directed,faa,1
dual,faa,1
ads,directed,1
directed,nas,1
directed,dual,1
dual,nas,1
dial,fibertek,1
fibertek,ozone,1
ozone,transmitters,1
fibertek,vapor,1
transmitters,vapor,1
fibertek,transmitters,1
launch,rideshare,3
rideshare,sep,1
rideshare,thruster,1
package,rideshare,1
launch,sep,1
launch,package,1
sep,thruster,1
package,sep,1
package,thruster,1
mfc,misse,1
impedance,mfc,1
materials,mfc,1
macro,mfc,1
impedance,misse,1
macro,misse,1
impedance,materials,1
impedance,macro,1
macro,materials,1
fiber,transmitters,2
space,transmitters,2
power,transmitters,2
ch4,laser,1
ch4,dial,1
ch4,compatible,1
compatible,laser,1
dial,methane,1
compatible,dial,1
compatible,methane,1
amp,extreme,1
amp,environment,1
amp,power,2
amp,fabrication,1
environment,extreme,2
extreme,fabrication,1
environment,power,1
environment,fabrication,1
fabrication,power,1
graded,radiation,1
graded,protection,1
graded,suit,1
graded,layer,1
protection,radiation,1
radiation,suit,1
layer,radiation,1
protection,suit,1
layer,protection,2
layer,suit,1
ffd,pressure,1
ffd,joint,1
ffd,rom,1
garment,pressure,1
garment,joint,1
garment,rom,1
joint,pressure,1
pressure,rom,1
joint,rom,1
ignition,voltage,1
ignition,volume,1
ignition,propulsion,1
propellant,voltage,1
voltage,volume,1
propulsion,voltage,1
propellant,volume,1
propulsion,volume,1
floating,seal,1
seal,turbopump,2
axial,seal,1
floating,seals,1
floating,turbopump,1
axial,floating,1
seals,turbopump,2
axial,seals,1
axial,turbopump,1
gan,mos,1
algan,mos,1
mos,si,1
mos,power,1
mwir,wave,1
eo,mwir,2
long,mwir,1
lwir,wave,1
eo,lwir,3
long,lwir,1
eo,wave,1
long,wave,1
eo,long,1
data,tags,2
metadata,tags,2
sets,tags,2
tags,unstructured,2
data,unstructured,2
metadata,sets,2
metadata,unstructured,2
sets,unstructured,2
subsystems,view,1
vehicle,view,1
point,view,1
safety,view,1
subsystems,vehicle,1
point,subsystems,1
safety,subsystems,1
point,vehicle,1
safety,vehicle,1
point,safety,1
amp,fpga,1
fpga,temperatures,1
039,fpga,1
fpga,power,1
amp,temperatures,1
039,amp,1
039,temperatures,1
039,power,1
developers,specifications,1
editing,specifications,1
eclipse,specifications,1
code,developers,1
developers,editing,1
developers,eclipse,1
code,editing,1
code,eclipse,2
eclipse,editing,1
nlv,quot,1
quot,stage,1
450,quot,1
clustered,quot,1
nlv,stage,1
clustered,nlv,1
450,stage,1
clustered,stage,1
450,clustered,1
ges,stack,1
lbs,stack,1
stack,subcontractor,1
ges,giner,1
ges,lbs,1
ges,subcontractor,1
giner,lbs,1
giner,subcontractor,1
lbs,subcontractor,1
chip,hplc,2
chip,voc,1
chip,manifold,1
chip,sample,1
hplc,voc,1
hplc,manifold,1
hplc,sample,1
manifold,voc,1
sample,voc,1
manifold,sample,1
foams,scale,1
foams,intermediate,1
compliant,foams,1
foam,scale,1
foam,intermediate,1
compliant,foam,1
intermediate,scale,1
compliant,scale,1
compliant,intermediate,1
nanowire,zno,1
turbomachinery,zno,1
seek,zno,1
applied,zno,1
nanowire,turbomachinery,1
nanowire,seek,1
applied,nanowire,1
seek,turbomachinery,1
applied,turbomachinery,1
chip,microfluidic,2
microfluidic,mobile,1
microfluidic,platform,1
chip,mobile,1
chip,platform,1
automation,chip,1
mobile,platform,1
automation,mobile,1
automation,platform,1
magnesium,wires,1
magnesium,mgb2,1
magnesium,superconducting,1
magnesium,wire,1
superconducting,wire,1
investigation,sample,1
concept,sample,1
nucleus,sample,1
investigation,return,1
investigation,nucleus,1
concept,return,1
nucleus,return,1
concept,nucleus,1
apl,innoflight,1
apl,connect,1
apl,networking,1
innoflight,jhu,1
connect,jhu,1
jhu,networking,1
connect,innoflight,1
innoflight,networking,1
connect,networking,1
fixture,lighting,2
lighting,smart,1
energy,lighting,1
fixture,smart,1
energy,fixture,1
fixture,lambda,1
energy,smart,1
lambda,smart,1
energy,lambda,1
gear,phased,1
beamforming,phased,1
microphone,phased,1
beamforming,noise,1
beamforming,gear,1
gear,microphone,1
beamforming,microphone,2
039,gear,1
039,plasma,1
039,noise,1
039,landing,2
fault,signals,1
039,fault,1
fm,signals,1
039,fm,2
039,signals,1
039,coverage,1
information,uas,1
nextgen,uas,1
information,nextgen,1
information,nas,1
capillary,fluid,1
fluid,spacecraft,1
components,fluid,1
capillary,components,1
spacecraft,systems,1
components,spacecraft,1
components,systems,1
fuel,mea,1
itn,mea,1
anode,mea,1
mea,sofc,1
fuel,itn,1
anode,fuel,1
anode,itn,1
anode,sofc,1
hpc,simulation,1
hpc,results,1
engineers,hpc,1
hpc,submission,1
results,simulation,1
engineers,simulation,1
simulation,submission,1
engineers,results,1
results,submission,1
engineers,submission,1
measurements,recession,1
echoes,recession,1
recession,time,1
ablation,measurements,1
ablation,echoes,1
ablation,time,1
echoes,measurements,1
measurements,time,1
echoes,time,1
facet,open,1
amp,facet,1
facet,student,1
facet,source,2
amp,open,1
open,student,1
open,source,1
amp,student,1
amp,source,1
source,student,1
cloud,lightning,1
cloud,total,1
cit,cloud,1
forward,pressure,1
forward,rotorcraft,1
rotorcraft,unsteady,2
blade,forward,1
blade,unsteady,2
forward,unsteady,1
amplifier,pulsed,2
device,pulsed,1
gan,pulsed,2
band,pulsed,1
analysis,traffic,1
demand,missions,1
community,demand,1
sets,uas,2
missions,uas,1
community,uas,1
missions,sets,1
community,sets,1
community,missions,1
apparent,cloud,1
cloud,store,1
apparent,store,1
apparent,data,1
apparent,computing,1
computing,store,1
cryocooler,quot,1
bus,quot,1
quot,vibration,1
dirty,quot,1
metroplex,optimization,1
airport,metroplex,3
optimization,traffic,1
airport,optimization,1
management,optimization,1
airport,management,1
gyro,small,1
gyro,smaller,1
gyro,keen,1
gyro,program,1
small,smaller,1
keen,small,1
keen,smaller,1
program,smaller,1
keen,program,1
flight,sensing,1
flight,ifos,1
quot,surfaces,1
quot,sensing,1
ifos,quot,1
sensing,surfaces,1
ifos,surfaces,1
cell,phone,2
biomarkers,phone,2
blood,phone,2
based,phone,1
biomarkers,cell,2
based,cell,1
biomarkers,blood,1
based,biomarkers,1
based,blood,1
hamilton,ios,1
hamilton,plss,1
hamilton,sensor,1
hamilton,monitor,1
ios,monitor,2
monitor,plss,1
monitor,sensor,2
misse,protons,1
experiment,radiation,1
experiment,protons,1
experiment,materials,1
materials,protons,1
corrosion,untreated,2
corrosion,o3,1
corrosion,piping,1
corrosion,waters,1
o3,untreated,1
piping,untreated,1
untreated,waters,1
o3,piping,1
o3,waters,1
piping,waters,1
tvc,vehicle,1
invocon,vehicle,1
decreases,vehicle,1
minimizing,vehicle,1
invocon,tvc,1
decreases,tvc,1
minimizing,tvc,1
decreases,invocon,1
invocon,minimizing,1
decreases,minimizing,1
invocon,location,1
invocon,transducers,1
invocon,wireless,1
invocon,method,1
location,transducers,1
location,method,1
method,transducers,1
method,wireless,1
stir,tsw,2
process,stir,3
stir,welding,4
parameters,stir,2
tsw,welding,2
parameters,tsw,2
parameters,process,2
parameters,welding,2
dropsonde,particulate,2
atmospheric,particulate,1
latitude,particulate,1
particulate,sampling,1
atmospheric,dropsonde,1
dropsonde,latitude,1
atmospheric,latitude,1
atmospheric,sampling,2
latitude,sampling,1
narrow,track,1
fov,track,1
scanner,track,1
cross,narrow,1
fov,narrow,1
narrow,scanner,1
cross,fov,1
cross,scanner,1
thermal,tool,1
results,thermal,1
ro,thermal,1
results,tool,2
ro,tool,1
spacecraft,tool,1
results,ro,1
results,spacecraft,1
ro,spacecraft,1
exploration,icos,1
icos,isotope,1
axis,exploration,1
axis,isotope,1
exploration,instrument,1
instrument,isotope,1
exploration,isotope,1
co2,sabatier,4
lynntech,sabatier,1
co2,methanation,2
co2,reactor,1
co2,lynntech,1
lynntech,methanation,1
lynntech,reactor,1
cathode,voltage,1
ion,voltage,1
batteries,voltage,1
h2,permeation,1
ionic,permeation,1
permeation,reduction,1
conductivity,permeation,1
h2,ionic,1
h2,reduction,1
conductivity,h2,1
ionic,reduction,1
conductivity,ionic,1
conductivity,reduction,1
acoustic,vehicle,2
acoustic,dimensional,2
launch,models,2
dimensional,launch,2
models,vehicle,2
dimensional,vehicle,2
dimensional,models,2
imaging,resolution,1
rad,resolution,1
arrays,spad,1
arrays,imaging,2
arrays,rad,1
imaging,spad,1
rad,spad,1
imaging,rad,1
behavioral,decrements,1
behavioral,monitor,2
behavioral,unobtrusively,1
behavioral,classify,1
decrements,monitor,1
decrements,unobtrusively,1
classify,decrements,1
monitor,unobtrusively,1
classify,monitor,1
classify,unobtrusively,1
radar,wideband,1
linear,radar,1
blocks,wideband,1
transceiver,wideband,1
linear,wideband,1
blocks,linear,1
linear,transceiver,1
fsw,saa,1
fsw,machine,1
force,fsw,1
machine,saa,1
saa,welding,1
force,saa,1
machine,welding,1
force,welding,1
lgr,ocs,1
h2o,ocs,1
co2,ocs,2
ocs,terrestrial,1
h2o,lgr,1
lgr,terrestrial,1
h2o,terrestrial,1
co2,terrestrial,1
shape,tension,1
fiber,tension,1
luna,shape,2
fiber,shape,1
fast,ins,1
ins,sensitivity,2
gyroscope,sensitivity,2
ins,light,1
gyroscope,light,1
gyroscope,ins,2
geer,venus,1
atmospheric,venus,1
ocs,venus,1
nephelometer,venus,2
atmospheric,geer,1
geer,ocs,1
geer,nephelometer,1
atmospheric,ocs,1
atmospheric,nephelometer,1
nephelometer,ocs,1
tools,woven,1
weaves,woven,1
3d,tools,1
3d,weaves,1
preforms,tools,1
preforms,weaves,1
tools,weaves,1
anisotropic,woven,1
anisotropic,yarn,1
anisotropic,entry,1
aeroshell,anisotropic,1
aeroshell,woven,1
entry,yarn,1
aeroshell,yarn,1
aeroshell,entry,2
cmc,mr,1
cmc,specimens,1
cmc,super,1
mr,specimens,1
materials,mr,1
mr,super,1
materials,specimens,1
specimens,super,1
materials,super,1
heterogeneous,programming,1
heterogeneous,workload,1
heterogeneous,sharing,1
adn,programming,1
programming,workload,1
programming,sharing,1
adn,workload,1
adn,sharing,1
sharing,workload,1
heterodyne,oxygen,1
carbon,heterodyne,1
dioxide,heterodyne,1
band,oxygen,1
band,carbon,1
band,dioxide,1
ads,ga,2
er,ga,2
ga,ops,1
autopilots,ga,1
ads,er,2
ads,ops,1
ads,autopilots,1
er,ops,1
autopilots,er,1
autopilots,ops,1
ash,mac,1
ash,lidar,3
mac,volcanic,1
lidar,volcanic,3
lidar,mac,1
mac,raman,1
icing,providing,1
icing,rides,1
icing,pitot,1
lidar,providing,1
providing,rides,1
pitot,providing,1
lidar,rides,1
lidar,pitot,1
pitot,rides,1
aerosols,landing,1
instrument,landing,1
landing,mph,1
august,landing,1
aerosols,mph,1
aerosols,august,1
instrument,mph,1
august,instrument,1
august,mph,1
launch,safety,1
afs,safety,1
range,safety,1
afs,launch,1
autonomous,launch,1
afs,autonomous,1
afs,range,1
autonomous,range,1
tds,tmu,1
cfr,tds,1
release,tds,1
flights,tds,1
cfr,tmu,1
release,tmu,1
flights,tmu,1
cfr,release,1
cfr,flights,1
flights,release,1
contingency,ramps,2
contingency,uas,2
contingency,routing,2
contingency,planning,2
ramps,uas,2
ramps,routing,2
planning,ramps,2
routing,uas,2
planning,routing,2
amf,parts,1
amf,preliminary,1
amf,went,1
amf,spares,1
parts,preliminary,1
parts,went,1
parts,spares,1
preliminary,went,1
preliminary,spares,1
spares,went,1
compressor,cryocooler,1
150,cryocooler,1
150,compressor,1
compressor,regenerator,1
compressor,cooler,1
150,regenerator,1
150,cooler,1
nanosats,star,1
extends,star,1
cameras,star,1
attitude,nanosats,1
attitude,extends,1
attitude,cameras,1
extends,nanosats,1
cameras,nanosats,1
cameras,extends,1
composite,prognostics,2
composite,quantitative,2
composite,diagnostics,2
composite,inspection,2
prognostics,quantitative,2
diagnostics,prognostics,2
inspection,prognostics,1
diagnostics,quantitative,2
inspection,quantitative,1
diagnostics,inspection,1
generator,turbine,1
electric,generator,1
generator,propulsion,1
039,generator,1
039,turbine,1
039,electric,1
039,propulsion,1
coating,solar,1
coatings,junction,1
coatings,imm,1
coating,junction,1
coating,imm,1
inch,yield,1
inch,reclaim,1
inch,production,1
cassette,inch,1
reclaim,yield,1
production,yield,1
cassette,yield,1
production,reclaim,1
cassette,reclaim,1
cassette,production,1
stop,substrate,1
gaas,stop,1
etch,stop,1
elo,stop,1
driver,trl,1
deformable,driver,1
asic,trl,1
asic,deformable,1
dm,trl,1
deformable,trl,1
039,manipulation,1
manipulation,manipulator,2
manipulation,r2,1
039,tasks,1
039,manipulator,1
039,r2,1
r2,tasks,1
manipulator,r2,1
power,team,1
90,team,1
partners,team,1
mobile,team,1
90,power,1
partners,power,1
mobile,power,1
90,partners,1
90,mobile,1
mobile,partners,1
sdr,waveform,1
adapting,waveform,1
gps,waveform,1
interference,waveform,1
adapting,sdr,1
gps,sdr,1
interference,sdr,1
adapting,gps,1
adapting,interference,1
gps,interference,3
neuromorphic,robot,1
neuromorphic,objects,1
neuromorphic,obstacles,1
neuromorphic,unmanned,1
objects,robot,1
obstacles,robot,1
robot,unmanned,1
objects,obstacles,1
objects,unmanned,1
obstacles,unmanned,1
arrays,reflectance,1
competing,reflectance,1
diffracted,reflectance,1
brighter,reflectance,1
arrays,competing,1
arrays,diffracted,1
arrays,brighter,1
competing,diffracted,1
brighter,competing,1
brighter,diffracted,1
nanosonic,radiation,3
inflatable,nanosonic,1
nanosonic,tr,1
inflatable,radiation,2
radiation,tr,1
bladder,radiation,1
inflatable,tr,1
bladder,inflatable,1
bladder,tr,1
friction,nm,1
nm,skin,1
friction,skins,1
skin,skins,3
aerojet,rare,1
nanosonic,rare,1
aerojet,ntp,1
nanosonic,ntp,1
aerojet,silicate,1
nanosonic,silicate,1
aerojet,nanosonic,1
polymer,tps,1
ablative,polymer,1
ablative,foam,1
layer,polymer,2
foam,layer,1
ams,nucleation,1
ams,soot,3
ams,volatile,1
ams,mass,1
nucleation,soot,1
nucleation,volatile,1
mass,nucleation,1
soot,volatile,1
mass,volatile,1
band,polarized,2
band,mmic,3
apertures,band,2
mmic,polarized,2
apertures,polarized,2
frequencies,polarized,2
apertures,mmic,2
apertures,frequencies,2
35,ghz,1
94,antenna,1
35,94,1
94,receiver,1
35,antenna,1
antenna,receiver,1
35,receiver,1
aircraft,ramp,1
algorithms,ramp,2
area,ramp,1
3d,ramp,1
aircraft,algorithms,4
aircraft,area,1
3d,aircraft,1
algorithms,area,1
3d,algorithms,1
3d,area,1
sbs,yag,1
fiber,yag,1
crystalline,yag,1
crystalline,sbs,1
fibers,sbs,1
crystalline,fiber,1
crystalline,fibers,1
human,machine,1
human,mode,1
human,psychology,1
mode,operator,1
operator,psychology,1
machine,psychology,1
mode,psychology,1
grinding,silicon,1
grinding,sizes,1
disks,grinding,1
crystal,grinding,1
silicon,sizes,1
disks,silicon,1
crystal,silicon,1
disks,sizes,1
crystal,sizes,1
crystal,disks,1
atc,experiments,1
experiments,pilots,1
experiments,smes,1
experiments,realism,1
atc,pilots,1
atc,smes,1
atc,realism,1
pilots,smes,2
pilots,realism,1
realism,smes,1
engine,filter,1
approach,engine,1
engine,implementation,1
approach,filter,1
filter,implementation,1
approach,particle,1
implementation,particle,1
approach,implementation,1
grinding,optipro,2
optical,optipro,1
grinding,polishing,2
grinding,optical,1
finishing,grinding,1
finishing,polishing,4
finishing,optical,2
ground,ldv,1
descent,ldv,1
ldv,lidar,1
ldv,solutions,1
descent,ground,1
ground,lidar,1
ground,solutions,1
descent,lidar,1
descent,solutions,1
lidar,solutions,1
ci,msf,1
ci,spectral,1
ci,imaging,1
ci,compressive,1
msf,spectral,2
imaging,msf,1
compressive,msf,2
compressive,spectral,2
compressive,imaging,1
dmd,msf,1
core,msf,1
dmd,spectral,1
core,spectral,1
compressive,dmd,1
core,dmd,1
compressive,core,1
arctic,serviceability,1
arctic,delicate,1
arctic,spark,1
serviceability,thruster,1
delicate,thruster,1
spark,thruster,1
delicate,serviceability,1
serviceability,spark,1
delicate,spark,1
flange,nozzle,1
flange,rocket,1
regeneratively,rocket,1
rocket,thrust,1
flange,regeneratively,1
flange,thrust,1
regeneratively,thrust,1
mass,object,1
mass,zero,1
fundamental,mass,1
grams,mass,1
object,zero,1
fundamental,object,1
grams,object,1
fundamental,zero,1
grams,zero,1
fundamental,grams,1
genetic,sample,1
genetic,pathogenic,1
fungi,genetic,1
amplification,sample,1
pathogenic,sample,1
fungi,sample,1
amplification,pathogenic,1
amplification,fungi,1
fungi,pathogenic,1
cutting,optics,1
milling,optics,1
large,optics,1
cutting,milling,1
cutting,large,1
cutting,manufacturing,1
large,milling,1
manufacturing,milling,1
large,manufacturing,1
asic,includes,1
geostar,includes,1
correlation,includes,1
cross,includes,1
agent,controls,1
agent,simulation,1
agent,hardware,1
agent,iss,1
controls,simulation,2
controls,hardware,1
controls,iss,1
hardware,simulation,2
iss,simulation,1
ethane,oxide,1
n2o,oxide,1
ethylene,oxide,1
ethane,n2o,1
ethylene,n2o,1
photocatalytic,reactor,1
mineralization,reactor,1
reactor,voc,1
reactor,visible,1
mineralization,photocatalytic,1
photocatalytic,voc,1
photocatalytic,visible,1
mineralization,voc,1
mineralization,visible,1
visible,voc,1
landmark,position,1
camera,landmark,1
known,landmark,1
landmark,landmarks,1
camera,position,1
known,position,1
landmarks,position,1
camera,known,1
camera,landmarks,1
known,landmarks,1
electrolyzer,paragon,1
electrolyzer,soe,1
electrolyzer,esr,1
ceramic,electrolyzer,1
inflatable,paragon,1
inflatable,walls,1
hull,inflatable,1
paragon,walls,1
hull,paragon,1
barrier,paragon,1
hull,walls,1
barrier,walls,1
barrier,hull,1
sets,visualization,4
new,visualization,1
modelcenter,visualization,1
insight,visualization,1
new,sets,1
modelcenter,sets,1
insight,sets,1
modelcenter,new,1
insight,new,1
insight,modelcenter,1
fluorescence,nm,2
nm,organic,2
250,nm,1
fluorescence,organic,2
250,fluorescence,1
250,organic,1
250,raman,1
air,turbulence,2
air,quot,1
air,clear,2
air,cat,1
quot,turbulence,2
clear,turbulence,2
clear,quot,1
cat,quot,2
cat,clear,1
sibelloptics,wind,3
procure,wind,1
fiber,wind,2
lidar,sibelloptics,2
procure,sibelloptics,1
fiber,sibelloptics,2
lidar,procure,1
fiber,procure,1
display,hud,1
display,ref,1
display,pro,1
poc,structures,1
poc,visualization,2
integrity,poc,1
integrity,nde,1
structures,visualization,1
integrity,visualization,1
arctic,climate,1
aerosol,climate,2
climate,unmanned,1
arctic,observations,1
aerosol,arctic,1
arctic,unmanned,1
aerosol,observations,3
observations,unmanned,1
aerosol,unmanned,1
cells,cycling,1
cathode,cells,1
cells,construction,1
cathode,cycling,1
construction,cycling,1
cycling,psi,1
construction,psi,1
optimizer,spacecraft,1
optimizer,return,1
convex,optimizer,1
coarse,optimizer,1
return,spacecraft,1
convex,spacecraft,1
coarse,spacecraft,1
convex,return,1
coarse,return,1
coarse,convex,1
nuclear,tungsten,1
cermet,tungsten,1
fuel,tungsten,2
claddings,tungsten,1
cermet,claddings,1
1651,ssl,1
1651,switched,1
1651,nm,1
ssl,switched,2
ssl,tunable,1
nm,ssl,1
switched,tunable,1
nm,switched,1
heat,unwanted,1
heat,pv,1
heat,refrigeration,1
power,unwanted,1
power,pv,2
power,refrigeration,1
pv,unwanted,1
refrigeration,unwanted,1
fluxgate,observed,1
observed,trends,1
cores,observed,1
observed,trl,1
fluxgate,trends,1
cores,fluxgate,1
fluxgate,trl,1
cores,trends,1
trends,trl,1
cores,trl,1
lidar,wake,4
lidar,program,2
lidar,vortices,4
program,wake,1
vortices,wake,4
coherent,wake,1
program,vortices,1
coherent,program,1
coherent,vortices,1
gt,ishm,2
diagnosis,ishm,1
ishm,requirements,1
ishm,teams,2
diagnosis,gt,1
gt,requirements,1
gt,teams,2
diagnosis,requirements,1
diagnosis,teams,1
requirements,teams,1
diagnostic,fm,1
diagnostic,qsi,2
capabilities,diagnostic,1
